data,category_type
https://www.trustpilot.com/categories/sheepskin_coat_store,Online Stores
https://www.trustpilot.com/categories/couture_store,Online Stores
https://www.trustpilot.com/categories/tattoo_shop,Online Stores
https://www.trustpilot.com/categories/tea_store,Online Stores
https://www.trustpilot.com/categories/rugby_store,Online Stores
https://www.trustpilot.com/categories/variety_store,Online Stores
https://www.trustpilot.com/categories/motorsports_store,Online Stores
https://www.trustpilot.com/categories/fishing_store,Online Stores
https://www.trustpilot.com/categories/packaging_store,Online Stores
https://www.trustpilot.com/categories/aromatherapy_supply_store,Online Stores
https://www.trustpilot.com/categories/aircraft_supply_store,Online Stores
https://www.trustpilot.com/categories/police_supply_store,Online Stores
https://www.trustpilot.com/categories/duty_free_store,Online Stores
https://www.trustpilot.com/categories/electronics_accessories_wholesaler,Online Stores
https://www.trustpilot.com/categories/metal_workshop,Online Stores
https://www.trustpilot.com/categories/native_american_goods_store,Online Stores
https://www.trustpilot.com/categories/bead_store,Online Stores
https://www.trustpilot.com/categories/auto_parts_store,Online Stores
https://www.trustpilot.com/categories/electronics_exporter,Online Stores
https://www.trustpilot.com/categories/knife_store,Online Stores
https://www.trustpilot.com/categories/fur_coat_shop,Online Stores
https://www.trustpilot.com/categories/office_supply_store,Online Stores
https://www.trustpilot.com/categories/dollar_store,Online Stores
https://www.trustpilot.com/categories/screen_printing_supply_store,Online Stores
https://www.trustpilot.com/categories/soccer_store,Online Stores
https://www.trustpilot.com/categories/organic_food_store,Online Stores
https://www.trustpilot.com/categories/health_food_store,Online Stores
https://www.trustpilot.com/categories/dvd_store,Online Stores
https://www.trustpilot.com/categories/camera_store,Online Stores
https://www.trustpilot.com/categories/copying_supply_store,Online Stores
https://www.trustpilot.com/categories/martial_arts_supply_store,Online Stores
https://www.trustpilot.com/categories/bathroom_supply_store,Online Stores
https://www.trustpilot.com/categories/motorcycle_shop,Online Stores
https://www.trustpilot.com/categories/hockey_supply_store,Online Stores
https://www.trustpilot.com/categories/grill_store,Online Stores
https://www.trustpilot.com/categories/tv_store,Online Stores
https://www.trustpilot.com/categories/needlework_shop,Online Stores
https://www.trustpilot.com/categories/baseball_goods_store,Online Stores
https://www.trustpilot.com/categories/pasta_shop,Online Stores
https://www.trustpilot.com/categories/religious_book_store,Online Stores
https://www.trustpilot.com/categories/stereo_store,Online Stores
https://www.trustpilot.com/categories/video_store,Online Stores
https://www.trustpilot.com/categories/adult_dvd_store,Online Stores
https://www.trustpilot.com/categories/coffee_shop,Online Stores
https://www.trustpilot.com/categories/coffee_store,Online Stores
https://www.trustpilot.com/categories/auto_chemistry_shop,Online Stores
https://www.trustpilot.com/categories/violin_shop,Online Stores
https://www.trustpilot.com/categories/cigar_shop,Online Stores
https://www.trustpilot.com/categories/bowling_supply_shop,Online Stores
https://www.trustpilot.com/categories/wool_store,Online Stores
https://www.trustpilot.com/categories/curtain_store,Online Stores
https://www.trustpilot.com/categories/safe_and_vault_shop,Online Stores
https://www.trustpilot.com/categories/rock_shop,Online Stores
https://www.trustpilot.com/categories/mobile_phone_repair_shop,Online Stores
https://www.trustpilot.com/categories/mattress_store,Online Stores
https://www.trustpilot.com/categories/photo_shop,Online Stores
https://www.trustpilot.com/categories/hi-fi_shop,Online Stores
https://www.trustpilot.com/categories/printer_ink_refill_store,Online Stores
https://www.trustpilot.com/categories/pen_store,Online Stores
https://www.trustpilot.com/categories/rubber_stamp_store,Online Stores
https://www.trustpilot.com/categories/cutlery_store,Online Stores
https://www.trustpilot.com/categories/packaging_supply_store,Online Stores
https://www.trustpilot.com/categories/printer_and_scanner_store,Online Stores
https://www.trustpilot.com/categories/fence_supply_store,Online Stores
https://www.trustpilot.com/categories/auto_repair_shop,Online Stores
https://www.trustpilot.com/categories/lumber_store,Online Stores
https://www.trustpilot.com/categories/paint_store,Online Stores
https://www.trustpilot.com/categories/tile_store,Online Stores
https://www.trustpilot.com/categories/flooring_store,Online Stores
https://www.trustpilot.com/categories/insulation_materials_store,Online Stores
https://www.trustpilot.com/categories/electric_motor_store,Online Stores
https://www.trustpilot.com/categories/metal_working_shop,Online Stores
https://www.trustpilot.com/categories/computer_desk_store,Online Stores
https://www.trustpilot.com/categories/home_theater_store,Online Stores
https://www.trustpilot.com/categories/plant_display_store,Online Stores
https://www.trustpilot.com/categories/dried_flower_shop,Online Stores
https://www.trustpilot.com/categories/cake_shop,Online Stores
https://www.trustpilot.com/categories/balloon_store,Online Stores
https://www.trustpilot.com/categories/pastry_shop,Online Stores
https://www.trustpilot.com/categories/cupcake_shop,Online Stores
